时间戳,日期,时间,股票代码,操作类型,操作比例,当前价格,建议买入价格,建议卖出价格,预测数量,预测金额,持仓数量,可用资金,总资产,操作状态,备注
2025-12-29 22:02:08,2025-12-29,22:02:08,sz.300499,买入,100%,30.97,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 22:04:46,2025-12-29,22:04:46,sh.603267,买入,100%,52.31,,,,,900.00,5450.00,52529.00,预测,V11融合决策
2025-12-29 22:08:03,2025-12-29,22:08:03,sz.002335,持有,0%,55.47,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 22:11:32,2025-12-29,22:11:32,sz.002851,买入,100%,88.13,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 22:13:54,2025-12-29,22:13:54,sh.118013,持有,0%,203.12,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 22:17:24,2025-12-29,22:17:24,sz.300153,买入,100%,29.64,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 22:20:28,2025-12-29,22:20:28,sz.301389,持有,0%,56.59,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 22:23:44,2025-12-29,22:23:44,sz.300762,买入,100%,39.21,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 22:27:07,2025-12-29,22:27:07,sz.002025,持有,0%,49.34,,,,,500.00,27350.00,52020.00,预测,V11融合决策
2025-12-29 22:31:19,2025-12-29,22:31:19,sz.002837,买入,100%,109.32,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 22:35:36,2025-12-29,22:35:36,sz.300726,买入,100%,50.93,,,,,300.00,37424.00,52703.00,预测,V11融合决策
2025-12-29 22:39:54,2025-12-29,22:39:54,sz.002364,持有,0%,26.39,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-29 22:44:21,2025-12-29,22:44:21,sh.601012,买入,100%,18.70,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 02:44:58,2025-12-30,02:44:58,sz.300007,持有,0%,51.02,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 02:46:23,2025-12-30,02:46:23,sz.301413,持有,0%,123.75,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 02:47:59,2025-12-30,02:47:59,sz.000777,持有,0%,26.60,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 02:49:40,2025-12-30,02:49:40,sh.600105,持有,0%,26.14,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 02:51:50,2025-12-30,02:51:50,sz.003021,持有,0%,121.88,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 02:53:45,2025-12-30,02:53:45,sh.603278,持有,0%,14.08,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 02:55:51,2025-12-30,02:55:51,sh.600118,持有,0%,88.00,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 03:14:25,2025-12-30,03:14:25,sz.300007,持有,0%,51.02,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 03:15:53,2025-12-30,03:15:53,sz.301413,持有,0%,123.75,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 03:17:29,2025-12-30,03:17:29,sz.000777,持有,0%,26.60,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 03:19:13,2025-12-30,03:19:13,sh.600105,持有,0%,26.14,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 03:21:22,2025-12-30,03:21:22,sz.003021,持有,0%,121.88,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 03:23:17,2025-12-30,03:23:17,sh.603278,持有,0%,14.08,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 03:25:24,2025-12-30,03:25:24,sh.600118,持有,0%,88.00,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 15:43:02,2025-12-30,15:43:02,sz.002706,买入,50%,10.88,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 15:44:59,2025-12-30,15:44:59,sh.688208,持有,0%,36.30,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 15:47:00,2025-12-30,15:47:00,sz.300811,持有,0%,72.23,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 15:49:12,2025-12-30,15:49:12,sz.002241,持有,0%,28.26,,,,,100.00,47045.00,49871.00,预测,V11融合决策
2025-12-30 15:51:02,2025-12-30,15:51:02,sh.600105,持有,0%,26.14,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 15:53:23,2025-12-30,15:53:23,sz.002475,持有,0%,58.22,,,,,100.00,43962.00,49784.00,预测,V11融合决策
2025-12-30 15:55:51,2025-12-30,15:55:51,sz.300274,买入,100%,175.72,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 15:58:33,2025-12-30,15:58:33,sz.300499,买入,100%,30.97,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 16:01:05,2025-12-30,16:01:05,sh.603267,买入,100%,52.31,,,,,900.00,5450.00,52529.00,预测,V11融合决策
2025-12-30 16:04:02,2025-12-30,16:04:02,sz.002335,持有,0%,55.47,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 16:06:34,2025-12-30,16:06:34,sz.000777,持有,0%,26.60,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 16:09:55,2025-12-30,16:09:55,sz.002851,买入,100%,88.13,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 16:12:23,2025-12-30,16:12:23,sh.118013,持有,0%,203.12,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 16:15:29,2025-12-30,16:15:29,sz.300153,买入,100%,29.64,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 16:19:06,2025-12-30,16:19:06,sz.301389,持有,0%,56.59,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 16:22:38,2025-12-30,16:22:38,sz.300762,买入,100%,39.21,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 16:26:08,2025-12-30,16:26:08,sz.002025,持有,0%,49.34,,,,,500.00,27350.00,52020.00,预测,V11融合决策
2025-12-30 16:30:32,2025-12-30,16:30:32,sz.002837,买入,100%,109.32,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 16:34:48,2025-12-30,16:34:48,sh.600118,持有,0%,86.32,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 16:38:45,2025-12-30,16:38:45,sz.300007,持有,0%,51.02,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 16:43:19,2025-12-30,16:43:19,sz.300726,买入,100%,50.93,,,,,300.00,37424.00,52703.00,预测,V11融合决策
2025-12-30 16:47:11,2025-12-30,16:47:11,sz.003021,持有,0%,128.91,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 16:54:33,2025-12-30,16:54:33,sh.000001,持有,0%,3965.28,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 16:58:20,2025-12-30,16:58:20,sh.603278,持有,0%,15.49,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 17:03:39,2025-12-30,17:03:39,sz.002364,持有,0%,26.40,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 17:08:05,2025-12-30,17:08:05,sz.301413,持有,0%,137.30,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 17:13:37,2025-12-30,17:13:37,sh.601012,买入,100%,18.44,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 17:20:08,2025-12-30,17:20:08,sz.002706,买入,100%,10.66,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 17:21:41,2025-12-30,17:21:41,sh.688208,持有,0%,36.68,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 17:24:05,2025-12-30,17:24:05,sz.300811,持有,0%,71.98,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 17:25:56,2025-12-30,17:25:56,sz.002241,持有,0%,28.90,,,,,100.00,47045.00,49935.00,预测,V11融合决策
2025-12-30 17:27:52,2025-12-30,17:27:52,sh.600105,持有,0%,25.91,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 17:30:32,2025-12-30,17:30:32,sz.002475,持有,0%,58.07,,,,,100.00,43962.00,49769.00,预测,V11融合决策
2025-12-30 17:33:15,2025-12-30,17:33:15,sz.300274,买入,100%,179.07,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 17:36:10,2025-12-30,17:36:10,sz.300499,买入,100%,31.60,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 17:38:40,2025-12-30,17:38:40,sh.603267,买入,100%,53.28,,,,,900.00,5450.00,53402.00,预测,V11融合决策
2025-12-30 17:41:14,2025-12-30,17:41:14,sz.002335,持有,0%,56.75,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 17:44:28,2025-12-30,17:44:28,sz.000777,持有,0%,25.85,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 17:47:51,2025-12-30,17:47:51,sz.002851,买入,100%,89.26,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 17:52:18,2025-12-30,17:52:18,sh.118013,持有,0%,206.90,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 18:00:31,2025-12-30,18:00:31,sz.300153,买入,100%,29.70,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 18:08:49,2025-12-30,18:08:49,sz.301389,持有,0%,56.54,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 18:14:30,2025-12-30,18:14:30,sz.300762,买入,100%,38.75,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 18:23:09,2025-12-30,18:23:09,sz.002025,持有,0%,48.56,,,,,500.00,27350.00,51630.00,预测,V11融合决策
2025-12-30 18:29:05,2025-12-30,18:29:05,sz.002837,买入,100%,113.20,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 18:37:53,2025-12-30,18:37:53,sh.600118,持有,0%,86.32,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 18:42:02,2025-12-30,18:42:02,sz.300007,持有,0%,54.02,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 18:51:08,2025-12-30,18:51:08,sz.300726,买入,100%,50.88,,,,,300.00,37424.00,52688.00,预测,V11融合决策
2025-12-30 18:57:19,2025-12-30,18:57:19,sz.003021,持有,0%,128.91,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 19:05:08,2025-12-30,19:05:08,sh.000001,持有,0%,3965.12,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 19:11:08,2025-12-30,19:11:08,sh.603278,持有,0%,15.49,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 19:20:47,2025-12-30,19:20:47,sz.002364,持有,0%,26.40,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 19:27:27,2025-12-30,19:27:27,sz.301413,持有,0%,137.30,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-30 19:37:20,2025-12-30,19:37:20,sh.601012,买入,100%,18.44,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-31 22:04:32,2025-12-31,22:04:32,sz.002706,买入,100%,10.78,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-31 22:33:06,2025-12-31,22:33:06,sz.002706,买入,100%,10.78,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-31 23:04:05,2025-12-31,23:04:05,sz.002706,买入,100%,10.78,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-31 23:44:14,2025-12-31,23:44:14,sz.002706,买入,100%,10.78,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2025-12-31 23:53:06,2025-12-31,23:53:06,sz.002706,买入,100%,10.78,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-01 00:17:12,2026-01-01,00:17:12,sz.002706,买入,100%,10.78,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-01 01:51:54,2026-01-01,01:51:54,sz.002706,买入,100%,10.78,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-01 01:57:39,2026-01-01,01:57:39,sz.002706,买入,100%,10.78,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-01 01:59:31,2026-01-01,01:59:31,sh.688208,持有,0%,36.88,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-01 02:18:32,2026-01-01,02:18:32,sz.002706,买入,100%,10.78,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-01 02:20:42,2026-01-01,02:20:42,sh.688208,持有,0%,36.88,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-01 02:22:46,2026-01-01,02:22:46,sz.300811,买入,50%,71.31,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-01 02:24:57,2026-01-01,02:24:57,sz.002241,持有,0%,28.73,,,,,100.00,47045.00,49918.00,预测,V11融合决策
2026-01-01 02:27:29,2026-01-01,02:27:29,sh.600105,持有,0%,25.10,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-01 02:29:59,2026-01-01,02:29:59,sz.002475,持有,0%,56.71,,,,,100.00,43962.00,49633.00,预测,V11融合决策
2026-01-01 02:32:59,2026-01-01,02:32:59,sz.300274,买入,100%,171.04,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-01 02:35:42,2026-01-01,02:35:42,sz.300499,买入,100%,30.68,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-01 02:38:14,2026-01-01,02:38:14,sh.603267,买入,100%,54.42,,,,,900.00,5450.00,54428.00,预测,V11融合决策
2026-01-01 02:41:18,2026-01-01,02:41:18,sz.002335,持有,0%,55.53,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-01 02:44:59,2026-01-01,02:44:59,sz.000777,持有,0%,25.85,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-01 02:48:16,2026-01-01,02:48:16,sz.002851,买入,100%,90.07,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-01 02:51:03,2026-01-01,02:51:03,sh.118013,持有,0%,206.42,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-01 02:54:30,2026-01-01,02:54:30,sz.300153,买入,100%,29.07,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-01 02:58:00,2026-01-01,02:58:00,sz.300762,买入,25%,41.68,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-01 03:01:34,2026-01-01,03:01:34,sz.002025,持有,0%,50.13,,,,,500.00,27350.00,52415.00,预测,V11融合决策
2026-01-01 03:06:04,2026-01-01,03:06:04,sh.600118,持有,0%,94.95,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-01 03:10:09,2026-01-01,03:10:09,sz.300007,持有,0%,53.60,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-01 03:14:29,2026-01-01,03:14:29,sz.300726,买入,100%,50.91,,,,,300.00,37424.00,52697.00,预测,V11融合决策
2026-01-01 03:19:52,2026-01-01,03:19:52,sz.003021,持有,0%,124.18,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-01 03:28:02,2026-01-01,03:28:02,sh.000001,持有,0%,3968.84,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-01 03:33:13,2026-01-01,03:33:13,sh.603278,持有,0%,17.04,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-01 03:38:06,2026-01-01,03:38:06,sz.301413,持有,0%,134.80,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-01 03:43:04,2026-01-01,03:43:04,sh.601012,买入,100%,18.20,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-01 23:32:02,2026-01-01,23:32:02,sz.002706,买入,100%,10.78,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-01 23:34:32,2026-01-01,23:34:32,sh.688208,持有,0%,36.88,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-01 23:37:02,2026-01-01,23:37:02,sz.300811,买入,50%,71.31,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-01 23:39:57,2026-01-01,23:39:57,sz.002241,持有,0%,28.73,,,,,100.00,47045.00,49918.00,预测,V11融合决策
2026-01-01 23:43:13,2026-01-01,23:43:13,sh.600105,持有,0%,25.10,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-01 23:46:32,2026-01-01,23:46:32,sz.002475,持有,0%,56.71,,,,,100.00,43962.00,49633.00,预测,V11融合决策
2026-01-01 23:50:14,2026-01-01,23:50:14,sz.300274,买入,100%,171.04,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-01 23:54:13,2026-01-01,23:54:13,sz.300499,买入,100%,30.68,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-01 23:57:47,2026-01-01,23:57:47,sh.603267,买入,100%,54.42,,,,,900.00,5450.00,54428.00,预测,V11融合决策
2026-01-02 00:02:29,2026-01-02,00:02:29,sz.002335,持有,0%,55.53,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-02 00:06:50,2026-01-02,00:06:50,sz.000777,持有,0%,25.85,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-02 00:11:23,2026-01-02,00:11:23,sz.002851,买入,100%,90.07,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-02 00:15:54,2026-01-02,00:15:54,sh.118013,持有,0%,206.42,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-02 00:21:06,2026-01-02,00:21:06,sz.300153,买入,100%,29.07,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-02 00:26:19,2026-01-02,00:26:19,sz.300762,持有,0%,41.68,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-02 00:32:33,2026-01-02,00:32:33,sz.002025,持有,0%,50.13,,,,,500.00,27350.00,52415.00,预测,V11融合决策
2026-01-02 00:38:30,2026-01-02,00:38:30,sh.600118,持有,0%,94.95,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-02 00:43:57,2026-01-02,00:43:57,sz.300007,持有,0%,53.60,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-02 00:50:16,2026-01-02,00:50:16,sz.300726,买入,100%,50.91,,,,,300.00,37424.00,52697.00,预测,V11融合决策
2026-01-02 00:56:53,2026-01-02,00:56:53,sz.003021,持有,0%,124.18,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-02 01:07:25,2026-01-02,01:07:25,sh.000001,持有,0%,3968.84,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-02 01:14:02,2026-01-02,01:14:02,sh.603278,持有,0%,17.04,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-02 01:20:28,2026-01-02,01:20:28,sz.301413,持有,0%,134.80,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-02 01:27:41,2026-01-02,01:27:41,sh.601012,买入,100%,18.20,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-02 11:51:36,2026-01-02,11:51:36,sz.000547,持有,0%,33.01,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-02 11:53:27,2026-01-02,11:53:27,sh.600879,持有,0%,21.32,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-02 11:55:46,2026-01-02,11:55:46,sz.002050,持有,0%,55.31,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-02 11:58:05,2026-01-02,11:58:05,sz.000700,持有,0%,14.38,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-02 12:00:35,2026-01-02,12:00:35,sh.600363,持有,0%,63.06,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 02:55:46,2026-01-03,02:55:46,sz.002706,买入,100%,10.78,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 02:57:35,2026-01-03,02:57:35,sh.688208,持有,0%,36.88,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 02:59:25,2026-01-03,02:59:25,sz.000547,持有,0%,33.01,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 03:01:25,2026-01-03,03:01:25,sz.300811,买入,50%,71.31,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 03:03:50,2026-01-03,03:03:50,sz.002241,持有,0%,28.73,,,,,100.00,47045.00,49918.00,预测,V11融合决策
2026-01-03 03:06:19,2026-01-03,03:06:19,sh.600105,持有,0%,25.10,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 03:09:18,2026-01-03,03:09:18,sz.002475,持有,0%,56.71,,,,,100.00,43962.00,49633.00,预测,V11融合决策
2026-01-03 03:12:38,2026-01-03,03:12:38,sz.300274,买入,100%,171.04,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 03:15:53,2026-01-03,03:15:53,sz.300499,买入,100%,30.68,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 03:19:17,2026-01-03,03:19:17,sh.603267,买入,100%,54.42,,,,,900.00,5450.00,54428.00,预测,V11融合决策
2026-01-03 03:22:52,2026-01-03,03:22:52,sz.002335,持有,0%,55.53,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 03:27:14,2026-01-03,03:27:14,sz.000777,持有,0%,25.85,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 03:31:33,2026-01-03,03:31:33,sz.002851,买入,100%,90.07,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 03:35:57,2026-01-03,03:35:57,sh.118013,持有,0%,206.42,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 03:40:11,2026-01-03,03:40:11,sz.300153,买入,100%,29.07,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 03:44:58,2026-01-03,03:44:58,sz.300762,买入,50%,41.68,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 03:49:54,2026-01-03,03:49:54,sz.002025,持有,0%,50.13,,,,,500.00,27350.00,52415.00,预测,V11融合决策
2026-01-03 03:55:17,2026-01-03,03:55:17,sh.600118,持有,0%,94.95,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 04:01:56,2026-01-03,04:01:56,sz.002706,买入,100%,10.78,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 04:04:15,2026-01-03,04:04:15,sh.688208,持有,0%,36.88,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 04:06:10,2026-01-03,04:06:10,sz.000547,持有,0%,33.01,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 04:10:09,2026-01-03,04:10:09,sz.002706,买入,100%,10.78,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 04:12:23,2026-01-03,04:12:23,sh.688208,持有,0%,36.88,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 04:14:22,2026-01-03,04:14:22,sz.000547,持有,0%,33.01,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 04:16:30,2026-01-03,04:16:30,sz.300811,买入,50%,71.31,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 04:20:01,2026-01-03,04:20:01,sz.002706,买入,100%,10.78,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 04:21:57,2026-01-03,04:21:57,sh.688208,持有,0%,36.88,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 04:24:07,2026-01-03,04:24:07,sz.000547,持有,0%,33.01,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 04:25:42,2026-01-03,04:25:42,sz.002706,买入,100%,10.78,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 04:30:01,2026-01-03,04:30:01,sz.002706,买入,100%,10.78,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 04:32:00,2026-01-03,04:32:00,sh.688208,持有,0%,36.88,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 04:34:02,2026-01-03,04:34:02,sz.000547,持有,0%,33.01,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 04:36:33,2026-01-03,04:36:33,sz.002706,买入,100%,10.78,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 04:38:48,2026-01-03,04:38:48,sh.688208,持有,0%,36.88,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 04:40:55,2026-01-03,04:40:55,sz.000547,持有,0%,33.01,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 04:43:24,2026-01-03,04:43:24,sz.300811,买入,50%,71.31,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 04:46:16,2026-01-03,04:46:16,sz.002241,持有,0%,28.73,,,,,100.00,47045.00,49918.00,预测,V11融合决策
2026-01-03 04:49:20,2026-01-03,04:49:20,sh.600105,持有,0%,25.10,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 04:52:45,2026-01-03,04:52:45,sz.002475,持有,0%,56.71,,,,,100.00,43962.00,49633.00,预测,V11融合决策
2026-01-03 04:56:21,2026-01-03,04:56:21,sz.300274,买入,100%,171.04,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 05:00:07,2026-01-03,05:00:07,sz.300499,买入,100%,30.68,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 05:04:30,2026-01-03,05:04:30,sh.603267,买入,100%,54.42,,,,,900.00,5450.00,54428.00,预测,V11融合决策
2026-01-03 05:08:49,2026-01-03,05:08:49,sz.002335,持有,0%,55.53,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 05:13:10,2026-01-03,05:13:10,sz.000777,持有,0%,25.85,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 05:17:46,2026-01-03,05:17:46,sz.002851,买入,100%,90.07,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 05:22:40,2026-01-03,05:22:40,sh.118013,持有,0%,206.42,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 05:28:01,2026-01-03,05:28:01,sz.300153,买入,100%,29.07,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 05:33:27,2026-01-03,05:33:27,sz.300762,持有,0%,41.68,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 05:39:13,2026-01-03,05:39:13,sz.002025,持有,0%,50.13,,,,,500.00,27350.00,52415.00,预测,V11融合决策
2026-01-03 05:45:14,2026-01-03,05:45:14,sh.600118,持有,0%,94.95,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 05:52:39,2026-01-03,05:52:39,sz.300007,持有,0%,53.60,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 06:00:35,2026-01-03,06:00:35,sz.300726,买入,100%,50.91,,,,,300.00,37424.00,52697.00,预测,V11融合决策
2026-01-03 06:08:30,2026-01-03,06:08:30,sz.003021,持有,0%,124.18,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 06:20:43,2026-01-03,06:20:43,sh.000001,持有,0%,3968.84,,,,,0.00,50000.00,50000.00,预测,V11融合决策
2026-01-03 06:28:06,2026-01-03,06:28:06,sh.600879,持有,0%,21.32,,,,,0.00,50000.00,50000.00,预测,V11融合决策
